title,realTipe,content,allTipe
"Berbagi Kebersamaan Ramadan, ABC Bantu Korban Bencana",Ekonomi,"['jakarta', 'cnn', 'indonesia', 'pt', 'heinz', 'abc', 'indonesia', 'salur', 'bantu', 'ribu', 'keluarga', 'dampak', 'bencana', 'gera', 'abc', 'bagi', 'sama', 'ramadan', 'inisiatif', 'berangkat', 'banyak', 'bencana', 'alam', 'daerah', 'indonesia', 'akibat', 'keluarga', 'raya', 'ramadan', 'idulfitri', 'keluarga', 'suasana', 'senang', 'presiden', 'direktur', 'pt', 'heinz', 'abc', 'indonesia', 'steven', 'debrabandere', 'donasi', 'bentuk', 'paket', 'produk', 'makan', 'minum', 'abc', 'foodbank', 'of', 'indonesia', 'salur', 'titik', 'pulau', 'jawa', 'jakarta', 'bogor', 'depok', 'tangerang', 'bekas', 'karawang', 'sumedang', 'pandeglang', 'yogyakarta', 'lumajang', 'probolinggo', 'surabaya', 'pasuruan', 'jombang', 'malang', 'ramadan', 'momen', 'bagi', 'kontribusi', 'keluarga', 'indonesia', 'butuh', 'gera', 'abc', 'bagi', 'sama', 'ramadan', 'tanggal', 'april', 'hasil', 'kumpul', 'donasi', 'kala', 'ribu', 'keluarga', 'indonesia', 'dampak', 'bencana', 'alam', 'steven', 'gera', 'abc', 'bagi', 'sama', 'ramadan', 'dukung', 'masyarakat', 'belanja', 'produk', 'abc', 'alfamart', 'alfimidi', 'beli', 'produk', 'abc', 'konsumen', 'bagi', 'rp', 'steven', 'apresiasi', 'mitra', 'bantu', 'selenggara', 'program', 'alfamart', 'alfamidi', 'foodbank', 'of', 'indonesia', 'terima', 'kasih', 'masyarakat', 'indonesia', 'partisipasi', 'wujud', 'ribu', 'paket', 'bantu', 'keluarga', 'indonesia', 'kena', 'dampak', 'bencana', 'alam', 'harap', 'paket', 'keluarga', 'dampak', 'bencana', 'alam', 'nikmat', 'ramadan', 'penuh', 'hangat', 'sambut', 'raya', 'idufitri', 'penuh', 'ceria', 'steven', 'rea']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
"Larangan Mudik, 3.295 Orang Tak Diizinkan Naik Kereta",Ekonomi,"['jakarta', 'cnn', 'indonesia', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'kai', 'izin', 'calon', 'tumpang', 'kereta', 'api', 'lantar', 'surat', 'izin', 'jalan', 'sesuai', 'larang', 'mudik', 'mei', 'tara', 'persen', 'total', 'tumpang', 'khusus', 'layan', 'kai', 'periode', 'larang', 'mudik', 'vice', 'president', 'public', 'relations', 'kai', 'joni', 'martinus', 'sebut', 'orang', 'bawa', 'surat', 'izin', 'jalan', 'orang', 'bawa', 'surat', 'bebas', 'covid', 'laku', 'periode', 'sd', 'mei', 'persen', 'calon', 'tumpang', 'izin', 'ka', 'surat', 'izin', 'jalan', 'sesuai', 'terang', 'tulis', 'sabtu', 'lihat', 'menhub', 'juta', 'orang', 'mudik', 'lebaran', 'masyarakat', 'paham', 'syaratsyarat', 'kereta', 'jarak', 'tiada', 'mudik', 'beli', 'tiket', 'harap', 'calon', 'langgan', 'berkas', 'lengkap', 'jadwal', 'berangkat', 'proses', 'verifikasi', 'berkas', 'berangkat', 'malam', 'calon', 'langgan', 'verifikasi', 'siang', 'hari', 'joni', 'terang', 'resmi', 'sabtu', 'kai', 'layan', 'langgan', 'tuju', 'mudik', 'periode', 'ratarata', 'persero', 'layan', 'langgan', 'ratarata', 'hari', 'volume', 'langgan', 'turun', 'persen', 'banding', 'pra', 'larang', 'mudik', 'april', 'mei', 'langgan', 'turun', 'volume', 'langgan', 'sebab', 'larang', 'mudik', 'perintah', 'masyarakat', 'mudik', 'kereta', 'api', 'tunda', 'jalan', 'langgan', 'berangkat', 'tiada', 'mudik', 'benarbenar', 'milik', 'penting', 'mendesaknon', 'mudik', 'verifikasi', 'proses', 'verifikasi', 'berkasberkas', 'syarat', 'jalan', 'laku', 'teliti', 'cermat', 'lihat', 'antisipasi', 'tumpu', 'tumpang', 'pt', 'kci', 'jalan', 'krl', 'larang', 'mudik', 'mei', 'kai', 'operasi', 'jalan', 'kereta', 'jarak', 'jauhperjalanan', 'layan', 'orangorang', 'kecuali', 'sesuai', 'atur', 'tetap', 'perintah', 'penting', 'mudik', 'lebaran', 'orangorang', 'kecuali', 'orang', 'milik', 'penting', 'jalan', 'dinas', 'unjung', 'keluarga', 'sakit', 'kunjung', 'duka', 'anggota', 'keluarga', 'tinggal', 'jalan', 'hamil', 'penting', 'non', 'mudik', 'syarat', 'kereta', 'jarak', 'serta', 'surat', 'izin', 'jalan', 'atas', 'pegawai', 'kepala', 'desalurah', 'masyarakat', 'calon', 'tumpang', 'serta', 'surat', 'bebas', 'covid', 'laku', 'lihat', 'libur', 'lebaran', 'kai', 'commuter', 'tes', 'antigen', 'acak', 'stasiun', 'syarat', 'tentu', 'lengkap', 'web', 'kaiid', 'aplikasi', 'kai', 'access', 'kai', 'sedia', 'layan', 'rapid', 'test', 'antigen', 'stasiun', 'tarif', 'patok', 'harga', 'rp', 'ribu', 'orang', 'kai', 'sedia', 'layan', 'periksa', 'genose', 'c', 'harga', 'rp', 'ribu', 'stasiun', 'ulfpsp', 'gambasvideo', 'cnn', 'tulis', 'kumpul', 'artikel', 'fokus', 'larang', 'mudik', 'lebaran']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
Rangkaian Goes to Sumatera Jadi Kado Ultah BPH Migas ke-18,Ekonomi,"['jakarta', 'cnn', 'indonesia', 'tim', 'bph', 'migas', 'hasil', 'tuntas', 'rangkai', 'kunjung', 'goes', 'to', 'sumatera', 'rangka', 'awas', 'sedia', 'distribusi', 'bbm', 'ramadan', 'idulfitri', 'h', 'jakarta', 'sabtu', 'datang', 'tim', 'sambut', 'langsung', 'kepala', 'bph', 'migas', 'm', 'fanshurullah', 'asa', 'ifan', 'jalan', 'darat', 'jakarta', 'aceh', 'panggil', 'tugas', 'pulang', 'jakarta', 'subkoordinator', 'awas', 'sedia', 'bbm', 'rudi', 'wimbarso', 'lapor', 'langsung', 'datang', 'tim', 'alhamdulillah', 'jalan', 'lancar', 'kendala', 'pecah', 'ban', 'kali', 'accident', 'lainlain', 'anggota', 'tim', 'kompak', 'ikhlas', 'bahu', 'bahu', 'atas', 'dukung', 'sinergis', 'temanteman', 'pertamina', 'singgah', 'asdp', 'bakauheni', 'merak', 'atas', 'rudi', 'lihat', 'asah', 'mental', 'tim', 'bph', 'migas', 'tempuh', 'jalan', 'darat', 'sumatera', 'ifan', 'jalan', 'aceh', 'tempuh', 'jam', 'kendara', 'jarak', 'km', 'nilai', 'jalan', 'goes', 'to', 'sumatera', 'bak', 'jalan', 'alexander', 'the', 'great', 'macedonia', 'yunani', 'india', 'jalan', 'invasi', 'napoleon', 'bonaparte', 'perancis', 'rusia', 'kepala', 'bph', 'migas', 'salut', 'bangga', 'mental', 'kompak', 'tim', 'bph', 'migas', 'ifan', 'aku', 'bangga', 'syukur', 'pulang', 'tim', 'giat', 'turun', 'langsung', 'lapang', 'pematang', 'hasil', 'latih', 'karakter', 'pusdiklatpassus', 'kopassus', 'batujajar', 'ifan', 'harap', 'depan', 'giat', 'daerah', 'turut', 'manfaat', 'giat', 'goes', 'to', 'sumatera', 'realita', 'lapang', 'atas', 'kait', 'tupoksi', 'bph', 'migas', 'manfaat', 'eksistensi', 'bph', 'migas', 'jamin', 'sedia', 'distribusi', 'migas', 'wilayah', 'nkri', 'nyata', 'kurang', 'lebih', 'bahan', 'evaluasi', 'bph', 'migas', 'maju', 'mandiri', 'diri', 'ifan', 'kali', 'laksana', 'jalan', 'darat', 'keliling', 'sumatera', 'bph', 'migas', 'istimewa', 'ulang', 'bph', 'migas', 'jatuh', 'kamis', 'terima', 'kasih', 'temanteman', 'pertamina', 'mor', 'sam', 'sbm', 'wilayah', 'lewat', 'tulus', 'bantu', 'dukung', 'giat', 'bantu', 'lancar', 'asdp', 'bakauheni', 'merak', 'sukses', 'posko', 'bph', 'migas', 'goes', 'to', 'sumatera', 'rangka', 'awal', 'distribusi', 'sedia', 'bbm', 'ramadahan', 'raya', 'idul', 'fitri', 'h', 'ifan', 'jalan', 'bph', 'migas', 'selasa', 'jakarta', 'lampung', 'palembang', 'sorolangun', 'kerinci', 'bukit', 'parapat', 'samosir', 'meulaboh', 'aceh', 'selatan', 'banda', 'aceh', 'senin', 'provinsi', 'ujung', 'barat', 'indonesia', 'jalan', 'lanjut', 'lewat', 'biereun', 'lhokseumawe', 'medan', 'pekanbaru', 'jambi', 'palembang', 'lewat', 'penyebrangan', 'bakauhenimerak', 'sabtu', 'wib', 'rombong', 'kantor', 'bph', 'migas', 'jakarta', 'selatan', 'rea']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
"Internet di Papua Lumpuh, Kampus Gelar Kuliah Tatap Muka",Nasional,"['jakarta', 'cnn', 'indonesia', 'mahasiswa', 'universitas', 'cendrawasih', 'agus', 'rumpeday', 'aku', 'koneksi', 'internet', 'kota', 'jayapura', 'papua', 'kota', 'mati', 'total', 'april', 'ganggu', 'kuliah', 'signifikan', 'udah', 'mati', 'internet', 'tanggal', 'april', 'agus', 'cnnindonesiacom', 'sabtu', 'agus', 'cerita', 'sistem', 'kuliah', 'gelar', 'daring', 'universitas', 'cendrawasih', 'akibat', 'pandemi', 'virus', 'corona', 'laku', 'internet', 'jayapura', 'mati', 'total', 'kampus', 'laku', 'ajar', 'tatap', 'muka', 'langsung', 'batas', 'imbas', 'mati', 'internet', 'lihat', 'kabel', 'optik', 'papua', 'putus', 'internet', 'jayapura', 'sarmi', 'lumpuh', 'kuliah', 'online', 'kuliah', 'online', 'kampus', 'tatap', 'muka', 'batas', 'sistem', 'sif', 'ganti', 'agus', 'aku', 'sulit', 'cari', 'rujuk', 'ilmiah', 'internet', 'tugastugas', 'kuliah', 'aku', 'andal', 'sumber', 'buku', 'jurnal', 'sedia', 'pustaka', 'kampus', 'krs', 'kartu', 'rencana', 'studi', 'hambat', 'kuliah', 'online', 'hambat', 'tugas', 'caricari', 'kerja', 'tugas', 'cari', 'internet', 'andal', 'bukubuku', 'pustaka', 'kampus', 'internet', 'kemendikbud', 'rencana', 'gelar', 'kuliah', 'tatap', 'muka', 'penuh', 'ajar', 'juli', 'pisah', 'sekjen', 'dewan', 'adat', 'papua', 'leo', 'imbiri', 'internet', 'kota', 'jayapura', 'papua', 'pekan', 'alami', 'mati', 'total', 'lihat', 'bogor', 'batal', 'buka', 'sekolah', 'januari', 'ipb', 'tunda', 'kuliah', 'tatap', 'muka', 'iya', 'pasuk', 'minggu', 'internet', 'leo', 'leo', 'cerita', 'masyarakat', 'jayapura', 'giat', 'andal', 'koneksi', 'internet', 'sinyal', 'telepon', 'mati', 'bareng', 'mati', 'internet', 'sinyal', 'telepon', 'pulih', 'sedia', 'lancar', 'komunikasi', 'minggu', 'internet', 'telepon', 'bareng', 'mati', 'dadak', 'telepon', 'hidup', 'jadi', 'lihat', 'safenet', 'lambat', 'internet', 'papua', 'leo', 'komunikasi', 'telepon', 'internet', 'mati', 'bareng', 'aku', 'andal', 'komunikasi', 'via', 'telepon', 'giat', 'aktivitas', 'media', 'sosial', 'andal', 'internet', 'pikir', 'orangorang', 'telepon', 'angkat', 'telepon', 'pas', 'cek', 'wilayah', 'terima', 'telepon', 'awalawal', 'tinggal', 'rumah', 'aja', 'kantor', 'ya', 'kantor', 'kerja', 'aja', 'kantor', 'akses', 'komunikasi', 'mati', 'total', 'infografis', 'aksi', 'bungkam', 'internet', 'foto', 'cnnindonesiabasith', 'subastian', 'leo', 'aku', 'layang', 'berat', 'telkom', 'kait', 'mati', 'akses', 'internet', 'jayapura', 'orang', 'jayapura', 'milik', 'hak', 'komunikasi', 'inti', 'ngapainngapain', 'bertanyatanya', 'telkom', 'gimana', 'butuh', 'komunikasi', 'komunikasi', 'ketua', 'lembaga', 'bantu', 'hukum', 'lbh', 'papua', 'emanuel', 'gobay', 'konfirmasi', 'aku', 'kirim', 'somasi', 'pt', 'telkom', 'kota', 'jayapura', 'kait', 'mati', 'internet', 'kota', 'kirim', 'somasi', 'pttelkom', 'jayapura', 'tanggap', 'gobay', 'lihat', 'alami', 'ganggu', 'layan', 'telkomgroup', 'jayapura', 'pulih', 'pisah', 'juru', 'bicara', 'menteri', 'komunikasi', 'informatika', 'kominfo', 'dedy', 'madi', 'ganggu', 'internet', 'akibat', 'putus', 'sistem', 'komunikasi', 'kabel', 'laut', 'skkl', 'ruas', 'biak', 'jayapura', 'geser', 'lapis', 'bumi', 'dasar', 'laut', 'sebab', 'telkom', 'konfirmasi', 'ganggu', 'layan', 'tanggal', 'april', 'putus', 'skkl', 'ruas', 'biak', 'jayapura', 'titik', 'lokasi', 'km', 'jayapura', 'dedy', 'terang', 'resmi', 'kutip', 'situs', 'kominfo', 'sabtu', 'nada', 'menteri', 'komunikasi', 'informatika', 'johnny', 'g', 'plate', 'menjelaskam', 'ganggu', 'layan', 'telekomunikasi', 'kabel', 'serat', 'optik', 'laut', 'hubung', 'indonesia', 'barat', 'indonesia', 'timur', 'utara', 'jayapura', 'putus', 'dalam', 'meter', 'dasar', 'laut', 'usaha', 'operator', 'seluler', 'operator', 'fiber', 'optik', 'laut', 'pulih', 'transmisi', 'data', 'kawasan', 'barat', 'kawasan', 'timur', 'manfaat', 'microwave', 'link', 'radio', 'link', 'sarana', 'rzrarh', 'gambasvideo', 'cnn']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
Doni: Waspada 'Ping-pong' Virus ke Jawa dan Sumatera,Nasional,"['jakarta', 'cnn', 'indonesia', 'ketua', 'satu', 'tugas', 'satgas', 'covid', 'doni', 'monardo', 'antisipasi', 'teori', 'pingpong', 'covid', 'pulau', 'jawa', 'sumatera', 'akibat', 'arus', 'mudikbalik', 'lebaran', 'doni', 'sebut', 'sumatera', 'alami', 'lonjak', 'aktif', 'covid', 'warga', 'pulang', 'kampung', 'potensi', 'bawa', 'virus', 'pulang', 'kota', 'pilih', 'redaksi', 'menhub', 'juta', 'orang', 'mudik', 'lebaran', 'polri', 'prediksi', 'puncak', 'arus', 'esok', 'arus', 'polri', 'siap', 'titik', 'periksa', 'tes', 'acak', 'lihat', 'sumatera', 'alami', 'tren', 'naik', 'jawa', 'angka', 'relatif', 'landai', 'teori', 'pingpong', 'talkshow', 'antisipasi', 'mobilitas', 'masyarakat', 'cegah', 'lonjak', 'covid', 'pasca', 'libur', 'lebaran', 'sabtu', 'doni', 'angka', 'aktif', 'sumatera', 'landai', 'imbau', 'waspada', 'minggu', 'juni', 'bukti', 'hasil', 'tangan', 'pandemi', 'covid', 'dasar', 'data', 'pt', 'asdp', 'indonesia', 'ferry', 'total', 'orang', 'gerak', 'merak', 'bakauheni', 'prediksi', 'pulau', 'jawa', 'sama', 'satgas', 'covid', 'antisipasi', 'potensi', 'tular', 'akibat', 'arus', 'salah', 'satu', 'sedia', 'alat', 'rapid', 'test', 'antigen', 'stok', 'wilayah', 'sumatera', 'satgas', 'covid', 'kirim', 'pasok', 'pulau', 'jawa', 'perintah', 'kesiap', 'angkut', 'transportasi', 'seberang', 'optimal', 'kapal', 'feri', 'unit', 'dermaga', 'operasi', 'full', 'tujuh', 'dermaga', 'logistik', 'pos', 'periksa', 'ruas', 'jalan', 'tol', 'non', 'tol', 'labuh', 'bakauheni', 'harap', 'optimal', 'doni', 'rumah', 'sakit', 'ruang', 'tes', 'swab', 'isolasi', 'siap', 'laku', 'jalan', 'reaktif', 'virus', 'corona', 'reaktif', 'swab', 'antigen', 'bawa', 'ruang', 'isolasi', 'perintah', 'provinsi', 'lampung', 'siap', 'fasilitas', 'wisma', 'rusun', 'perintah', 'pusat', 'dukung', 'siap', 'hotel', 'losmen', 'sedia', 'lampung', 'ulfvws', 'gambasvideo', 'cnn']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
Rekomendasi Film Lebaran 2021 di Klik Film,Hiburan,"['jakarta', 'cnn', 'indonesia', 'momen', 'lebaran', 'kali', 'giat', 'mudik', 'larang', 'cegah', 'sebar', 'covid', 'keluarga', 'sayang', 'kampung', 'film', 'tayang', 'lebaran', 'layan', 'streaming', 'klik', 'film', 'judul', 'film', 'janji', 'rentang', 'kisah', 'extended', 'haji', 'backpacker', 'directors', 'cut', 'filmfilm', 'klik', 'film', 'milik', 'koleksi', 'film', 'patut', 'daftar', 'rekomendasi', 'film', 'lebaran', 'janji', 'janji', 'film', 'rilis', 'lebaran', 'klik', 'film', 'film', 'garap', 'fajar', 'bustomi', 'rilis', 'mei', 'film', 'bintang', 'vino', 'g', 'bastian', 'kisah', 'juang', 'ayah', 'nama', 'puji', 'penuh', 'janji', 'lunas', 'utang', 'butuh', 'hidup', 'keluarga', 'situasi', 'pandemi', 'kondisi', 'pandemi', 'hilang', 'kerja', 'akibat', 'usaha', 'sanggup', 'tahan', 'terpa', 'krisis', 'landa', 'indonesia', 'dunia', 'himpitan', 'coba', 'puji', 'usaha', 'pegang', 'prinsip', 'anut', 'tuhan', 'milik', 'sendiri', 'bantu', 'gambasyoutube', 'the', 'peanut', 'butter', 'falcon', 'the', 'peanut', 'butter', 'falcon', 'kisah', 'lelaki', 'usia', 'nama', 'zak', 'zack', 'gottsagen', 'pasien', 'down', 'syndrome', 'bercitacita', 'gulat', 'profesional', 'zak', 'tinggal', 'rumah', 'jompo', 'rawat', 'eleanor', 'dakota', 'johnson', 'malam', 'zak', 'lari', 'pergi', 'sekolah', 'gulat', 'hadir', 'the', 'salt', 'water', 'redneck', 'gulat', 'idola', 'review', 'film', 'the', 'peanut', 'butter', 'falcon', 'gambasyoutube', 'emak', 'haji', 'injak', 'usia', 'emak', 'pergi', 'tanah', 'suci', 'laksana', 'ibadah', 'haji', 'laksana', 'profesi', 'jual', 'kue', 'anak', 'zein', 'jual', 'lukis', 'keliling', 'serba', 'batas', 'emak', 'usaha', 'keras', 'wujud', 'mimpi', 'putus', 'asa', 'tabung', 'bank', 'zein', 'gigih', 'emak', 'usaha', 'wujud', 'emak', 'juang', 'emak', 'haji', 'banding', 'balik', 'lingkung', 'berkalikali', 'haji', 'umrah', 'jadi', 'haji', 'kedok', 'gambasyoutube', 'halaman', 'rekomendasi', 'film', 'klik', 'film', 'tehran', 'city', 'of', 'love', 'baca', 'halaman', 'halaman']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
Hasil FP3 Moto3 Prancis: Pembalap Indonesia Gresini Tercecer,Olahraga,"['jakarta', 'cnn', 'indonesia', 'balap', 'indonesia', 'gresini', 'gabriel', 'rodrigo', 'tempat', 'posisi', 'latih', 'bebas', 'tiga', 'fp', 'moto', 'prancis', 'sabtu', 'fp', 'moto', 'prancis', 'cuaca', 'awan', 'suhu', 'udara', 'derajat', 'celcius', 'suhu', 'lintas', 'derajat', 'celcius', 'balap', 'indonesia', 'andi', 'gilang', 'alami', 'celaka', 'fp', 'moto', 'prancis', 'rangkai', 'balap', 'seri', 'andi', 'gilang', 'kuat', 'honda', 'team', 'asia', 'masuk', 'sesi', 'fp', 'pilih', 'redaksi', 'khamzat', 'chimaev', 'ancam', 'hancur', 'khabib', 'jelang', 'motogp', 'prancis', 'rossi', 'kenang', 'menang', 'kali', 'musim', 'sinyal', 'marquez', 'jeblok', 'motogp', 'prancis', 'menit', 'fp', 'balap', 'silih', 'ganti', 'ukir', 'cepat', 'pimpin', 'klasemen', 'moto', 'pedro', 'acosta', 'lintas', 'licin', 'acosta', 'peleset', 'jatuh', 'balap', 'spanyol', 'baik', 'catat', 'kuntit', 'jaume', 'masia', 'yuk', 'kunii', 'john', 'mcphee', 'gambasvideo', 'cnn', 'paruh', 'fp', 'balap', 'indonesia', 'gresini', 'tembus', 'posisi', 'gabriel', 'rodrigo', 'balap', 'cepat', 'fp', 'kutat', 'posisi', 'bas', 'jeremy', 'alcoba', 'upaya', 'tembus', 'posisi', 'balap', 'alami', 'celaka', 'mcphee', 'kunii', 'pimpin', 'catat', 'baik', 'fp', 'sisa', 'menit', 'rodrigo', 'masuk', 'jajar', 'enam', 'rodrigo', 'perlahan', 'saing', 'kunii', 'acosta', 'balap', 'argentina', 'tembus', 'posisi', 'catat', 'menit', 'detik', 'tinggal', 'detik', 'catat', 'kunii', 'saing', 'sengit', 'jelang', 'fp', 'mcphee', 'saing', 'kunii', 'kalah', 'acosta', 'jatuh', 'andi', 'gilang', 'alami', 'celaka', 'menit', 'jelang', 'fp', 'andi', 'pelanting', 'motor', 'kali', 'guling', 'balap', 'lahir', 'bulukumba', 'diri', 'jalan', 'hasil', 'fp', 'moto', 'prancis', 'adrian', 'fernandez', 'cepat', 'catat', 'menit', 'detik', 'rodrigo', 'peringkat', 'andi', 'gilang', 'duduk', 'peringkat', 'live', 'streaming', 'motogp', 'prancis', 'saksi', 'live', 'steraming', 'cnnindonesiacom', 'siar', 'langsung', 'balap', 'tonton', 'trans', 'hasil', 'fp', 'moto', 'prancis', 'a', 'fernandez', 'menit', 'detik', 'y', 'kunii', 'a', 'migno', 'j', 'mcphee', 'n', 'antonelli', 'p', 'acosta', 'j', 'masia', 'i', 'guevara', 'k', 'toba', 'g', 'rodrigo', 'nvarhr', 'tulis', 'kumpul', 'artikel', 'fokus', 'adu', 'cerdik', 'motogp', 'prancis']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
"Hari Kedua Lebaran, Wisatawan Mulai Merayap ke Anyer",Nasional,"['cilegon', 'cnn', 'indonesia', 'arus', 'lintas', 'kawasan', 'wisata', 'pantai', 'anyer', 'padat', 'idulfitri', 'hijriah', 'jumat', 'mei', 'wisatawan', 'zona', 'aglomerasi', 'jabodetabek', 'larang', 'masuk', 'anyer', 'pos', 'periksa', 'simpang', 'jalan', 'lingkar', 'selatan', 'jls', 'camat', 'ciwandan', 'kota', 'cilegonlihat', 'jugapenyekatan', 'mei', 'antisipasi', 'mudik', 'lebaranhanya', 'wisatawan', 'lokal', 'hindar', 'wisata', 'lokal', 'warga', 'banten', 'urung', 'niat', 'pantai', 'kapolres', 'cilegon', 'akbp', 'sigit', 'haryono', 'jumat', 'rapid', 'test', 'acak', 'lokasi', 'mercusuar', 'anyer', 'kabupaten', 'serang', 'wisatawan', 'periksa', 'sehat', 'gratis', 'posko', 'siap', 'dinkes', 'banten', 'wisatawan', 'anyer', 'periksa', 'sehat', 'kapasitas', 'lokasi', 'wisata', 'persen', 'ujarnyalihat', 'jugabanjir', 'bandang', 'terjang', 'wisata', 'parapat', 'danau', 'toba', 'lebaransigit', 'rekayasa', 'arus', 'lintas', 'personel', 'satlantas', 'polres', 'cilegon', 'pos', 'aman', 'pospam', 'ciwandan', 'simpang', 'jls', 'tunggu', 'instruksi', 'persoel', 'jaga', 'wilayah', 'anyersedangkan', 'kendara', 'aglomerasi', 'diputarbalikkan', 'tugas', 'pos', 'pam', 'ciwandan', 'laku', 'kendara', 'dinas', 'kerja', 'milik', 'dokumen', 'resmi', 'sesuai', 'surat', 'edar', 'satgas', 'covid', 'pusatterkait', 'rekayasa', 'lalin', 'tunggu', 'abaaba', 'anggota', 'laksana', 'aman', 'anyer', 'situasi', 'padat', 'rekayasa', 'lalin', 'kapolsek', 'ciwandan', 'akp', 'ali', 'rahman', 'jumat', 'wib', 'catat', 'mobil', 'wisatawan', 'diputarbalikkan', 'polisi', 'larang', 'wisata', 'anyer', 'carita', 'asal', 'wilayah', 'aglomerasilihat', 'jugaambulans', 'bawa', 'pelesir', 'lebaran', 'kena', 'razia', 'cikarang', 'baratkita', 'sekat', 'kendara', 'wisatawan', 'anyer', 'pos', 'pam', 'ciwandan', 'sepeda', 'motor', 'nihil', 'putar', 'balik', 'terang', 'yndwis', 'gambasvideo', 'cnn', 'tulis', 'kumpul', 'artikel', 'fokus', 'lebaran']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
Test Drive Toyota Raize: SUV 1.000 Cc Turbo Tak Pelit Fitur,Teknologi,"['jakarta', 'cnn', 'indonesia', 'amunisi', 'anyar', 'toyota', 'raize', 'mobil', 'nanti', 'janji', 'kendara', 'masyarakat', 'melek', 'teknologi', 'uang', 'mobil', 'tumpang', 'milik', 'harga', 'bilang', 'jangkau', 'enak', 'lengkap', 'fitur', 'modern', 'produk', 'bilang', 'paket', 'hemat', 'mobil', 'murah', 'murah', 'raize', 'penuh', 'kategori', 'luncur', 'indonesia', 'media', 'tanah', 'air', 'cnnindonesiacom', 'sempat', 'jajal', 'mobil', 'kembar', 'daihatsu', 'rocky', 'kenal', 'produk', 'sesi', 'test', 'drive', 'singkat', 'susur', 'jalan', 'jakarta', 'tangerang', 'bahas', 'nyetir', 'raize', 'kupas', 'unggul', 'mobil', 'lihat', 'pundipundi', 'isi', 'toyota', 'jaring', 'ribu', 'pesan', 'raize', 'desain', 'mobil', 'unggul', 'ketimbang', 'kompetitor', 'suv', 'ringkas', 'tumpang', 'nissan', 'magnite', 'kia', 'sonet', 'raize', 'milik', 'desain', 'mudah', 'paham', 'lampu', 'utama', 'sipit', 'apit', 'logo', 'elips', 'toyota', 'tengah', 'grill', 'trapesium', 'dominasi', 'area', 'wajah', 'mobil', 'bumper', 'semat', 'lampu', 'fitur', 'day', 'time', 'running', 'light', 'drl', 'sisi', 'samping', 'leku', 'bodi', 'mobil', 'kekar', 'sisi', 'padu', 'lampu', 'kombinasi', 'garnish', 'varian', 'gr', 'sport', 'tss', 'pelek', 'hitam', 'inci', 'kuat', 'kesan', 'sporty', 'mobil', 'lihat', 'varian', 'raize', 'cc', 'murah', 'minus', 'fitur', 'turbo', 'toyota', 'raize', 'luncur', 'indonesia', 'april', 'toyota', 'astra', 'motor', 'masuk', 'kabin', 'suguh', 'interior', 'nuansa', 'serba', 'hitam', 'desain', 'interior', 'pas', 'material', 'plastik', 'dasbor', 'lengkap', 'head', 'unit', 'pusat', 'hibur', 'tumpang', 'kemudi', 'operasi', 'ac', 'digital', 'roda', 'kemudi', 'tombol', 'operasi', 'sistem', 'hibur', 'fitur', 'kemudi', 'duduk', 'tumpang', 'mobil', 'badan', 'cm', 'berat', 'kg', 'sempit', 'gera', 'leluasa', 'raize', 'dimensi', 'mm', 'lebar', 'mm', 'mm', 'wheelbase', 'capai', 'mm', 'ground', 'clearance', 'mm', 'fitur', 'mesin', 'kemudi', 'baca', 'halaman', 'halaman']","['Ekonomi', 'Nasional', 'Hiburan', 'Olahraga', 'Teknologi', 'Internasional', 'Gaya Hidup']"
